newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_27,3,"Du 27 janvier,",SFAX,20 janv.,"Gabés, 2i; Djerbab, 21: Tripoli, 22 Malte, 24; Tunis, 25",vap,fr,VILLE-DE-TU- NIS,de TUNIS. 926 tx,e. Constant,avec 287 tx div,p. divers,Cie Transatlantique,"29 passagers, dout 2 militaires.","SFAX, 20 janv.; Gabés, 2i; Djerbab, 21: Tripoli, 22 Malte, 24; Tunis, 25, vap. fr. VILLE-DE-TU- NIS. 926 tx, e. Constant, avec 287 tx div. p. divers; Cie Transatlantique; 29 passagers, dout 2 militaires."
MAR_SM,1895_1_27,3,"Du 27 janvier,",TOULON,27 janv.,,vap,,Ir. ALIX,60 tx,e. Cour- pon.,avec 400 hect. vin,à ordre,M. Mou- riés,,"TOULON, 27 janv., vap. Ir. ALIX, 60 tx, e. Cour- pon. avec 400 hect. vin à ordre; nav. à M. Mou- riés."
MAR_SM,1895_1_30,3,Bu is janvier.,ALGER,27 Janv.,,sp,fr,EUGENE-PEREIRE,de 710 ts,cap. Lota,120 tt divers,p. divers,Cie Transatlantique,35 patsagers dont 3 militaires.,"ALGER, 27 Janv., sp. fr. EUGENE-PEREIRE, de 710 ts, cap. Lota, 120 tt divers p. divers: Cie Transatlantique 35 patsagers dont 3 militaires."
MAR_SM,1895_1_30,3,Bu is janvier.,GENES,26 janv.,"Savone, 27",vap,it,ARMONIA,de 392 tx,c. Calcagno,650 tx divers,p. divers,nav. au capitaine,39 passagers,"GENES, 26 janv.; Savone, 27, vap. it. ARMONIA. de 392 tx, c. Calcagno, 650 tx divers p. divers; nav. au capitaine. 39 passagers"
MAR_SM,1895_1_30,3,Bu is janvier.,GIBRALTAR,25 janv.,Toulon 29,vap,,ARIFA,de 23 is,cap. Mundell,sur lest,,nav. à M. Singer,,"GIBRALTAR, 25 janv.; Toulon 29, yacht 5 vap. sm. ARIFA, de 23 is, cap. Mundell, sur lest; nav. à M. Singer."
MAR_SM,1895_1_30,3,Bu is janvier.,LA CIOTAT,28 Janv.,,vap,fr,CALEDONIEN,de 2373 1x,", e Plaúdio, sur fest; Messageries Mari- mes",,,,,"LA CIOTAT, 28 Janv., vap. fr. CALEDONIEN, de 2373 1x, e Plaúdio, sur fest; Messageries Mari- mes"
MAR_SM,1895_1_30,3,Bu is janvier.,LA CIOTAT,29 janv.,,vap,,NIGER,de 1957 ta,c. Augé,sur lest,,Messageries Maritimes,,"LA CIOTAT, 29 janv., vap. tr. NIGER, de 1957 ta, c. Augé, sur lest; Messageries Maritimes."
MAR_SM,1895_1_30,3,Bu is janvier.,LA CIOTAT,29 janv.,,vap,,ARMAND-BEHIC,de 288 13,c. Poydenot,sur lest,,Messageries Maritimes,,"LA CIOTAT, 29 janv., vap. Ir, ARMAND-BEHIC de 288 13, c. Poydenot, sur lest; Messageries Maritimes."
MAR_SM,1895_1_30,3,Bu is janvier.,LIVOURNE,27 jaav.,,vap,fr,CYRNOS,de 30 th,e Laçotte,139 ts divers,p. divers,Gie Fraisslaét,97 passagers dont 27 militaires,"LIVOURNE, 27 jaav.; Basula, 28, vap. fr. CYRNOS, de 30 th, e Laçotte, 139 ts divers p. divers; Gie Fraisslaét. 97 passagers dont 27 militaires."
MAR_SM,1895_1_30,3,Bu is janvier.,NAPLES,26 janv.,,vap,fr,GYPTIS,de 643 tx,c. Paranque,284 tx divers p. divers,,Cie Fraissi- net,27 passagers.,"NAPLES, 26 janv., vap. fr. GYPTIS, de 643 tx, c. Paranque, 284 tx divers p. divers; Cie Fraissi- net. 27 passagers."
MAR_SM,1895_1_30,3,Bu is janvier.,NAPLES,23 jany,,vap,,CAROLA,de 513 tx,Peterdi,1 tou. divers,p. divers,nav. à M. Ph. Perrella,55 passagers,"NAPLES, 23 jany, vap. aut. CAROLA, de 513 tx, Peterdi, 1 tou. divers p. divers; nav. à M. Ph. Perrella. 55 passagers."
MAR_SM,1895_1_30,3,Bu is janvier.,NICE,28 janv.,,vap,fr,DURANCE,de 283 tx,e Groudons,is tx divers,,Cie Fraissinet,3 pas sagers,"NICE, 28 janv., vap. fr. DURANCE, de 283 tx, e. Groudons, is tx divers; Cie Fraissinet. 3 pas sagers."
MAR_SM,1895_1_30,3,Bu is janvier.,NICOLAIEFF,18 janv.,,vap,ang,RED JACKET,de 1326 tx,e. Pallot,2800 tx ble à or dre,,"nav, à M. Alexander",,"NICOLAIEFF, 18 janv.: Cavack, 20, vap. ang.RED JACKET, de 1326 tx, e. Pallot, 2800 tx ble à or dre; nav, à M. Alexander."
MAR_SM,1895_1_30,3,Bu is janvier.,NICOLAIEPP,31 déc.,"Odessa, 12 janv; Cavack, 17",vap.,ang.,AIDAR,de 1583 tx,c Jackson,3100 tx bié et avoine,p. divers,nav. MM. Watsou et Parker,,"NICOLAIEPP, 31 déc.; Odessa, 12 janv; Cavack, 17: Bastia, 27, vap. ang. AIDAR, de 1583 tx, c Jackson, 3100 tx bié et avoine p. divers; nav. MM. Watsou et Parker."
MAR_SM,1895_1_30,3,Bu is janvier.,NOVOROSSISK,12 janv.,"Cavack, 16",vap,gree,ABATIELLOS,de 1077 tx,e J. Abatiellos,2480 tx blé et avoine,pour M. Vagliano,nav. au ca- pitaine,,"NOVOROSSISK, 12 janv.; Cavack, 16, vap. gree ABATIELLOS, de 1077 tx, e J. Abatiellos, 2480 tx blé et avoine pour M. Vagliano, nav. au ca- pitaine,"
MAR_SM,1895_1_30,3,Bu is janvier.,PHILIPPEVILLE,25,"Bone, 26; Ajaccio, 28",vap,fr,AFRIQUE,de 631 tx,c. Cayol,254 tx divers,p. divers,Cie Transatlantique,36 passagers dont 2 militaires.,"PHILIPPEVILLE, 25: Bone, 26; Ajaccio, 28, vap. fr. AFRIQUE, de 631 tx. c. Cayol, 254 tx divers p. divers; Cie Transatlantique. 36 passagers dont 2 militaires."
MAR_SM,1895_1_30,3,Bu is janvier.,TANGER,22 janv.,"Gibraltar, 22; Melila, 24; Ne- mours, 24",vap,fr,KLEBER,de 803 tx,c. Corno,750 tx divers,p. divers,Cie Transat- lantique,48 passagers dont 17 militaires.,"TANGER, 22 janv.; Gibraltar, 22; Melila, 24; Ne- mours, 24 Oran. 25, vap. fr. KLEBER. de 803 tx, c. Corno, 750 tx divers p. divers; Cie Transat- lantique. 48 passagers dont 17 militaires."
MAR_SM,1895_1_30,3,Bu is janvier.,TUNIS,24 janv.,"Sousse, 25",vap,fr,ANJOC,de 414 tx,e. Payan,200 tx divers,p. divers,Socié- té Générale,,"TUNIS, 24 janv.; Sousse, 25, vap. fr. ANJOC, de 414 tx. e. Payan, 200 tx divers p. divers; Socié- té Générale."
MAR_SM,1895_1_31,3,Du 30 janvier,BONE,26 janv.,"Philippeville, 27; Cette, 30",vap,fr,KABYLE,784 tx,e. Altéry,"avec e28 tx, 33 boeufs",p. divers,Cie Mixte,3 passagers,"BONE, 26 janv.; Philippeville, 27; Cette, 30, vap. fr. KABYLE. 784 tx, e. Altéry, avec e28 tx, 33 boeufs p. divers: Cie Mixte : 3 passagers."
MAR_SM,1895_1_31,3,Du 30 janvier,CANNES,26 janv.,"Nice, 26; Menton, 27; Toulon, 28",vap,fr,MICHEL-C,de 96 ix,cap. Bonnot,avec 40 tx div.,p. divers,nav. à M Castaldi,,"CANNES, 26 janv.; Nice, 26; Menton, 27; Toulon, 28, vap. fr. MICHEL-C, de 96 ix, cap. Bonnot, avec 40 tx div. p. divers: nav. à M Castaldi."
MAR_SM,1895_1_31,3,Du 30 janvier,LONDRES,20 janv.,"Havre, 22",vap,fr,ORTEGAL,"de 2,108 tx",c. Blane,"avee 1,700 tx div",p divers,nav. aux Messageries Maritimes,passé le Détroit le 27 janvier.,"LONDRES, 20 janv.; Havre, 22, vap. fr. ORTEGAL, 2,108 tx, c. Blane, avee 1,700 tx div. p divers; nav. aux Messageries Maritimes; passé le Détroit le 27 janvier."
MAR_SM,1895_1_31,3,Du 30 janvier,ROTTERDAM,19 janv.,"Southampton, 22",vap,holl,SALAK,de 1691 tx,cap. de Gruiter,avec 2500 tx divers,p. divers,nav. à MM. Ruys et Cre,54 passagers.,"ROTTERDAM, 19 janv.; Southampton, 22, vap. holl. SALAK, de 1691 tx, cap. de Gruiter, avec 2500 tx divers p. divers; nav. à MM. Ruys et Cre: 54 passagers."
MAR_SM,1895_1_31,3,Du 30 janvier,SINGAPORE,ter déc.,"Penang. 22: Suez, 12 janvier: Port-Said, 13; Genes, 28",vap,ang,FARELAND,de 2831 tx,cap. Chalmers,avec 3900 tx div p. divers,,nav. a MM. Watson et Parker,,"SINGAPORE, ter déc.; Penang. 22: Suez, 12 janvier: Port-Said, 13; Genes, 28, vap. ang. FARELAND, de 2831 tx, cap. Chalmers, avec 3900 tx div p. divers; nav. a MM. Watson et Parker."
MAR_SM,1895_1_31,3,Du 30 janvier,VALENCE,26 janv.,"Cette, 30",vap,esp,MARTOS,"1,016 tx",e. Vivés,avec 210 tx div.,p. divers,nav. AM. Artaud,,"VALENCE, 26 janv.; Cette, 30, vap. esp. MARTOS, 1,016 tx, e. Vivés, avec 210 tx div. p. divers; nav. AM. Artaud."
